assoc_idx,sup_idx,Associate,Associate Email,Associate State,Associate License,Associate Availability,Supervisor,Supervisor Email,Supervisor State,Who can you supervise?,Supervisor Availability,Capacity,AvailabilityOverlap,AvailabilityScore,Label,Reason
58,5,Skyler Brooks,skyler.brooks@sample.org,NV,Counselor,"Monday 1:00 PM, Monday 1:30 PM, Monday 4:00 PM, Monday 6:00 PM, Tuesday 1:30 PM, Tuesday 3:00 PM, Tuesday 4:30 PM, Wednesday 10:00 AM, Wednesday 10:30 AM, Thursday 6:00 PM, Friday 8:30 AM",Hayden Moore,hayden.moore@sample.org,NV,"Psychologist, Counselor, Social Worker","Monday 11:00 AM, Monday 1:30 PM, Monday 3:00 PM, Monday 5:30 PM, Monday 6:00 PM, Wednesday 2:00 PM, Thursday 8:00 AM, Thursday 9:00 AM, Thursday 4:30 PM, Friday 9:30 AM, Friday 2:00 PM, Friday 4:30 PM",5,2,0.758839562795517,1,good_match
59,14,Kendall Rivera,kendall.rivera@mail.net,MT,Marriage and Family Therapist,"Monday 8:00 AM, Monday 1:30 PM, Monday 2:00 PM, Tuesday 11:00 AM, Tuesday 12:00 PM, Wednesday 2:00 PM, Wednesday 5:30 PM, Thursday 6:00 PM, Friday 10:30 AM, Friday 11:00 AM, Friday 2:00 PM",Reese Brown,reese.brown@mail.net,"MT, DE","Counselor, Marriage and Family Therapist, Social Worker","Tuesday 10:30 AM, Tuesday 12:30 PM, Tuesday 2:00 PM, Tuesday 5:30 PM, Wednesday 1:30 PM, Thursday 9:30 AM, Thursday 12:30 PM, Thursday 1:30 PM, Friday 8:00 AM, Friday 8:30 AM, Friday 11:30 AM",3,0,0.5877937294269932,0,sampled_negative
59,83,Kendall Rivera,kendall.rivera@mail.net,MT,Marriage and Family Therapist,"Monday 8:00 AM, Monday 1:30 PM, Monday 2:00 PM, Tuesday 11:00 AM, Tuesday 12:00 PM, Wednesday 2:00 PM, Wednesday 5:30 PM, Thursday 6:00 PM, Friday 10:30 AM, Friday 11:00 AM, Friday 2:00 PM",Cameron Rivera,cameron.rivera@example.com,MT,"Marriage and Family Therapist, Social Worker, Counselor","Monday 9:30 AM, Monday 2:00 PM, Monday 4:30 PM, Monday 5:00 PM, Tuesday 11:30 AM, Tuesday 5:30 PM, Wednesday 8:00 AM, Wednesday 10:30 AM, Thursday 6:00 PM, Friday 11:30 AM, Friday 4:30 PM",0,2,0.7461432453178876,0,capacity_full
60,43,Jamie Kim,jamie.kim@example.com,IA,Psychologist,"Monday 8:30 AM, Monday 3:30 PM, Wednesday 8:30 AM, Wednesday 2:00 PM, Friday 10:30 AM, Friday 6:00 PM",Harper Ramirez,harper.ramirez@sample.org,IA,"Counselor, Psychologist, Social Worker","Monday 11:30 AM, Monday 3:30 PM, Tuesday 8:00 AM, Tuesday 3:30 PM, Tuesday 5:00 PM, Wednesday 3:00 PM, Wednesday 4:30 PM, Thursday 12:30 PM, Thursday 2:30 PM, Friday 1:30 PM, Friday 4:30 PM",5,1,0.6307822578527847,1,good_match
60,56,Jamie Kim,jamie.kim@example.com,IA,Psychologist,"Monday 8:30 AM, Monday 3:30 PM, Wednesday 8:30 AM, Wednesday 2:00 PM, Friday 10:30 AM, Friday 6:00 PM",Emerson Martinez,emerson.martinez@sample.org,IA,"Marriage and Family Therapist, Social Worker, Psychologist","Monday 10:30 AM, Monday 2:00 PM, Monday 4:30 PM, Tuesday 5:00 PM, Wednesday 3:00 PM, Thursday 4:30 PM, Thursday 5:30 PM, Friday 8:00 AM, Friday 9:00 AM, Friday 9:30 AM, Friday 12:00 PM, Friday 2:00 PM, Friday 3:00 PM, Friday 4:00 PM",0,0,0.6951383927540322,0,capacity_full
60,58,Jamie Kim,jamie.kim@example.com,IA,Psychologist,"Monday 8:30 AM, Monday 3:30 PM, Wednesday 8:30 AM, Wednesday 2:00 PM, Friday 10:30 AM, Friday 6:00 PM",Reese Lopez,reese.lopez@example.com,IA,"Psychologist, Marriage and Family Therapist, Counselor","Monday 8:30 AM, Monday 3:30 PM, Tuesday 2:00 PM, Wednesday 10:30 AM, Wednesday 12:00 PM, Wednesday 4:00 PM, Thursday 10:30 AM, Thursday 1:30 PM, Friday 9:00 AM, Friday 1:30 PM, Friday 4:30 PM",4,2,0.7775658423262946,1,good_match
61,76,Emerson Cooper,emerson.cooper@mail.net,CA,Counselor,"Monday 1:30 PM, Monday 2:30 PM, Monday 4:30 PM, Tuesday 4:30 PM, Tuesday 5:30 PM, Wednesday 10:30 AM, Wednesday 11:00 AM, Friday 12:30 PM, Friday 5:30 PM",Quinn Reed,quinn.reed@example.com,"CA, TN, CO","Psychologist, Counselor, Social Worker","Monday 11:30 AM, Monday 1:00 PM, Monday 2:30 PM, Monday 5:30 PM, Tuesday 8:30 AM, Tuesday 9:30 AM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 3:30 PM, Wednesday 5:00 PM, Thursday 8:30 AM, Thursday 1:00 PM, Thursday 3:00 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 11:30 AM, Friday 5:30 PM",0,2,0.7091500273795238,0,capacity_full
61,94,Emerson Cooper,emerson.cooper@mail.net,CA,Counselor,"Monday 1:30 PM, Monday 2:30 PM, Monday 4:30 PM, Tuesday 4:30 PM, Tuesday 5:30 PM, Wednesday 10:30 AM, Wednesday 11:00 AM, Friday 12:30 PM, Friday 5:30 PM",Emerson Parker,emerson.parker@mail.net,CA,"Marriage and Family Therapist, Counselor, Social Worker","Monday 9:30 AM, Monday 3:30 PM, Monday 4:30 PM, Tuesday 10:00 AM, Tuesday 11:30 AM, Tuesday 12:30 PM, Wednesday 10:00 AM, Thursday 8:00 AM, Thursday 9:00 AM, Thursday 11:30 AM, Thursday 1:00 PM, Friday 4:30 PM",6,1,0.6371431115080366,1,good_match
63,71,Peyton Brooks,peyton.brooks@sample.org,IN,Counselor,"Monday 1:30 PM, Monday 2:00 PM, Monday 3:30 PM, Monday 4:30 PM, Tuesday 11:00 AM, Wednesday 3:00 PM, Thursday 3:30 PM, Friday 9:30 AM, Friday 2:00 PM",Elliot Clark,elliot.clark@example.com,"IN, WY, FL","Marriage and Family Therapist, Counselor","Monday 8:00 AM, Monday 4:00 PM, Tuesday 8:30 AM, Tuesday 12:00 PM, Wednesday 11:00 AM, Wednesday 2:30 PM, Thursday 8:00 AM, Thursday 8:30 AM, Thursday 10:30 AM, Friday 11:00 AM, Friday 1:30 PM",4,0,0.6286104483171857,1,good_match
63,117,Peyton Brooks,peyton.brooks@sample.org,IN,Counselor,"Monday 1:30 PM, Monday 2:00 PM, Monday 3:30 PM, Monday 4:30 PM, Tuesday 11:00 AM, Wednesday 3:00 PM, Thursday 3:30 PM, Friday 9:30 AM, Friday 2:00 PM",Sam Hernandez,sam.hernandez@mail.net,"AL, WV, IN","Social Worker, Psychologist, Counselor","Monday 10:00 AM, Monday 11:30 AM, Monday 12:00 PM, Monday 4:30 PM, Tuesday 9:00 AM, Tuesday 3:30 PM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 5:00 PM, Thursday 11:00 AM, Thursday 5:30 PM, Friday 10:30 AM, Friday 12:30 PM, Friday 3:00 PM",5,1,0.7267199730183105,1,good_match
64,29,Casey Clark,casey.clark@mail.net,MN,Psychologist,"Monday 1:00 PM, Monday 4:30 PM, Tuesday 1:00 PM, Tuesday 3:00 PM, Thursday 11:30 AM, Thursday 2:30 PM, Thursday 5:30 PM, Friday 4:30 PM",Peyton Jenkins,peyton.jenkins@sample.org,MN,"Psychologist, Counselor","Monday 9:30 AM, Tuesday 8:00 AM, Tuesday 11:30 AM, Tuesday 2:30 PM, Wednesday 8:30 AM, Wednesday 11:30 AM, Wednesday 12:30 PM, Wednesday 2:30 PM, Wednesday 4:30 PM, Wednesday 6:00 PM, Thursday 11:00 AM, Thursday 3:00 PM, Friday 8:30 AM, Friday 9:00 AM, Friday 12:00 PM, Friday 1:00 PM, Friday 1:30 PM, Friday 5:00 PM",6,0,0.6801049656380718,1,good_match
64,99,Casey Clark,casey.clark@mail.net,MN,Psychologist,"Monday 1:00 PM, Monday 4:30 PM, Tuesday 1:00 PM, Tuesday 3:00 PM, Thursday 11:30 AM, Thursday 2:30 PM, Thursday 5:30 PM, Friday 4:30 PM",Jordan Ramirez,jordan.ramirez@mail.net,MN,"Counselor, Psychologist","Monday 11:00 AM, Monday 2:00 PM, Monday 2:30 PM, Monday 3:30 PM, Monday 5:00 PM, Monday 6:00 PM, Tuesday 12:30 PM, Tuesday 1:00 PM, Tuesday 2:30 PM, Tuesday 4:00 PM, Tuesday 5:30 PM, Wednesday 11:30 AM, Wednesday 1:30 PM, Wednesday 3:30 PM, Wednesday 4:30 PM, Thursday 12:00 PM, Thursday 3:30 PM, Friday 6:00 PM",6,1,0.8384864212035605,1,good_match
66,14,Kendall Hernandez,kendall.hernandez@example.com,DE,Counselor,"Monday 8:30 AM, Monday 12:30 PM, Monday 4:00 PM, Tuesday 5:30 PM, Wednesday 10:00 AM, Wednesday 11:30 AM, Thursday 10:00 AM, Thursday 2:30 PM, Thursday 5:00 PM",Reese Brown,reese.brown@mail.net,"MT, DE","Counselor, Marriage and Family Therapist, Social Worker","Tuesday 10:30 AM, Tuesday 12:30 PM, Tuesday 2:00 PM, Tuesday 5:30 PM, Wednesday 1:30 PM, Thursday 9:30 AM, Thursday 12:30 PM, Thursday 1:30 PM, Friday 8:00 AM, Friday 8:30 AM, Friday 11:30 AM",3,1,0.6274762345837389,1,good_match
66,112,Kendall Hernandez,kendall.hernandez@example.com,DE,Counselor,"Monday 8:30 AM, Monday 12:30 PM, Monday 4:00 PM, Tuesday 5:30 PM, Wednesday 10:00 AM, Wednesday 11:30 AM, Thursday 10:00 AM, Thursday 2:30 PM, Thursday 5:00 PM",Elliot Hernandez,elliot.hernandez@sample.org,DE,"Counselor, Marriage and Family Therapist","Monday 8:30 AM, Tuesday 8:30 AM, Tuesday 9:00 AM, Tuesday 9:30 AM, Tuesday 1:30 PM, Tuesday 4:00 PM, Wednesday 8:30 AM, Wednesday 12:30 PM, Thursday 12:30 PM, Thursday 3:30 PM, Thursday 5:00 PM, Thursday 5:30 PM, Friday 9:00 AM, Friday 11:30 AM, Friday 1:00 PM, Friday 2:00 PM, Friday 4:30 PM",6,2,0.6334527573585629,1,good_match
67,11,Riley Lopez,riley.lopez@mail.net,OH,Counselor,"Monday 8:30 AM, Monday 9:00 AM, Monday 10:30 AM, Monday 11:30 AM, Monday 12:00 PM, Monday 12:30 PM, Tuesday 11:00 AM, Tuesday 2:00 PM, Wednesday 5:00 PM, Thursday 2:00 PM, Friday 3:00 PM, Friday 4:30 PM",Kendall Jenkins,kendall.jenkins@example.com,OH,"Counselor, Psychologist","Monday 8:30 AM, Monday 11:00 AM, Monday 12:30 PM, Monday 2:00 PM, Tuesday 1:00 PM, Tuesday 3:00 PM, Wednesday 3:00 PM, Wednesday 4:30 PM, Thursday 11:00 AM, Thursday 11:30 AM, Thursday 6:00 PM, Friday 5:30 PM",3,2,0.8335311112452872,1,good_match
68,98,Logan Brown,logan.brown@sample.org,SD,Psychologist,"Monday 1:00 PM, Monday 5:30 PM, Tuesday 3:00 PM, Tuesday 5:00 PM, Wednesday 12:30 PM, Thursday 10:30 AM, Thursday 3:30 PM, Thursday 5:00 PM, Friday 10:30 AM",Dakota Davis,dakota.davis@mail.net,SD,Psychologist,"Monday 11:30 AM, Monday 12:30 PM, Monday 6:00 PM, Tuesday 10:30 AM, Tuesday 1:00 PM, Tuesday 4:00 PM, Tuesday 4:30 PM, Wednesday 8:30 AM, Wednesday 12:30 PM, Wednesday 1:30 PM, Wednesday 3:00 PM, Wednesday 4:00 PM, Wednesday 4:30 PM, Wednesday 5:30 PM, Thursday 5:30 PM, Friday 9:30 AM, Friday 10:00 AM, Friday 5:30 PM",4,1,0.779062750486822,1,good_match
69,71,Morgan Bennett,morgan.bennett@example.com,IN,Counselor,"Monday 12:00 PM, Tuesday 5:00 PM, Tuesday 6:00 PM, Wednesday 12:00 PM, Thursday 2:00 PM, Thursday 5:00 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 9:30 AM, Friday 2:30 PM",Elliot Clark,elliot.clark@example.com,"IN, WY, FL","Marriage and Family Therapist, Counselor","Monday 8:00 AM, Monday 4:00 PM, Tuesday 8:30 AM, Tuesday 12:00 PM, Wednesday 11:00 AM, Wednesday 2:30 PM, Thursday 8:00 AM, Thursday 8:30 AM, Thursday 10:30 AM, Friday 11:00 AM, Friday 1:30 PM",4,0,0.6420802765171696,1,good_match
69,117,Morgan Bennett,morgan.bennett@example.com,IN,Counselor,"Monday 12:00 PM, Tuesday 5:00 PM, Tuesday 6:00 PM, Wednesday 12:00 PM, Thursday 2:00 PM, Thursday 5:00 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 9:30 AM, Friday 2:30 PM",Sam Hernandez,sam.hernandez@mail.net,"AL, WV, IN","Social Worker, Psychologist, Counselor","Monday 10:00 AM, Monday 11:30 AM, Monday 12:00 PM, Monday 4:30 PM, Tuesday 9:00 AM, Tuesday 3:30 PM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 5:00 PM, Thursday 11:00 AM, Thursday 5:30 PM, Friday 10:30 AM, Friday 12:30 PM, Friday 3:00 PM",5,2,0.6728514038900644,0,sampled_negative
70,107,Alex Brooks,alex.brooks@mail.net,KS,Social Worker,"Monday 11:30 AM, Monday 1:30 PM, Monday 3:00 PM, Wednesday 2:30 PM, Wednesday 4:00 PM, Thursday 3:00 PM, Thursday 3:30 PM",Kendall Bennett,kendall.bennett@mail.net,KS,"Marriage and Family Therapist, Social Worker","Monday 3:30 PM, Tuesday 10:30 AM, Tuesday 3:00 PM, Tuesday 3:30 PM, Tuesday 5:30 PM, Wednesday 9:00 AM, Wednesday 5:30 PM, Wednesday 6:00 PM, Thursday 12:00 PM, Friday 10:00 AM, Friday 11:00 AM, Friday 12:00 PM, Friday 3:00 PM, Friday 4:30 PM",6,0,0.6501620915687123,1,good_match
70,119,Alex Brooks,alex.brooks@mail.net,KS,Social Worker,"Monday 11:30 AM, Monday 1:30 PM, Monday 3:00 PM, Wednesday 2:30 PM, Wednesday 4:00 PM, Thursday 3:00 PM, Thursday 3:30 PM",Jamie Rivera,jamie.rivera@sample.org,KS,"Marriage and Family Therapist, Social Worker","Monday 9:00 AM, Monday 10:00 AM, Monday 12:00 PM, Monday 3:00 PM, Tuesday 9:30 AM, Tuesday 10:30 AM, Tuesday 12:30 PM, Wednesday 1:30 PM, Thursday 3:30 PM, Friday 8:00 AM, Friday 12:00 PM, Friday 2:30 PM, Friday 3:00 PM, Friday 5:30 PM",2,2,0.6381268073987129,1,good_match
71,78,Quinn Garcia,quinn.garcia@sample.org,TX,Counselor,"Monday 8:30 AM, Monday 4:30 PM, Monday 6:00 PM, Thursday 8:00 AM, Friday 10:30 AM, Friday 11:00 AM",Cameron Lee,cameron.lee@sample.org,TX,"Counselor, Psychologist, Social Worker","Monday 1:00 PM, Monday 4:00 PM, Tuesday 5:00 PM, Wednesday 9:00 AM, Wednesday 11:00 AM, Wednesday 12:00 PM, Thursday 12:00 PM, Thursday 2:30 PM, Thursday 6:00 PM, Friday 8:00 AM, Friday 10:30 AM, Friday 11:00 AM",4,2,0.6642316092108701,1,good_match
71,113,Quinn Garcia,quinn.garcia@sample.org,TX,Counselor,"Monday 8:30 AM, Monday 4:30 PM, Monday 6:00 PM, Thursday 8:00 AM, Friday 10:30 AM, Friday 11:00 AM",Elliot Parker,elliot.parker@sample.org,TX,Counselor,"Monday 8:00 AM, Tuesday 12:30 PM, Tuesday 1:00 PM, Tuesday 2:00 PM, Tuesday 2:30 PM, Tuesday 4:30 PM, Tuesday 6:00 PM, Wednesday 8:00 AM, Wednesday 11:30 AM, Wednesday 3:30 PM, Wednesday 5:30 PM, Friday 2:00 PM",6,0,0.3754714264104578,1,good_match
72,105,Elliot Lopez,elliot.lopez@sample.org,WA,Marriage and Family Therapist,"Monday 3:30 PM, Monday 4:00 PM, Tuesday 2:30 PM, Wednesday 10:30 AM, Friday 12:30 PM, Friday 1:30 PM, Friday 3:30 PM",Hayden Wilson,hayden.wilson@example.com,WA,"Psychologist, Social Worker, Marriage and Family Therapist","Monday 9:00 AM, Monday 3:00 PM, Monday 5:30 PM, Tuesday 9:30 AM, Tuesday 5:30 PM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 3:00 PM, Thursday 1:00 PM, Friday 10:30 AM",5,0,0.7070621805600616,1,good_match
73,41,Morgan Parker,morgan.parker@example.com,NV,Marriage and Family Therapist,"Monday 12:00 PM, Monday 12:30 PM, Tuesday 2:00 PM, Wednesday 10:00 AM, Wednesday 4:00 PM, Thursday 8:00 AM, Thursday 9:00 AM, Thursday 1:00 PM, Thursday 4:30 PM, Friday 11:30 AM",Sam Bailey,sam.bailey@sample.org,NV,"Social Worker, Marriage and Family Therapist","Monday 1:00 PM, Monday 6:00 PM, Tuesday 8:30 AM, Tuesday 10:30 AM, Tuesday 11:00 AM, Tuesday 12:30 PM, Tuesday 2:00 PM, Thursday 11:30 AM, Thursday 4:30 PM, Friday 8:00 AM, Friday 2:30 PM",2,2,0.5855278248877779,1,good_match
74,45,Emerson Brooks,emerson.brooks@example.com,OR,Counselor,"Monday 2:30 PM, Monday 3:00 PM, Monday 6:00 PM, Tuesday 1:30 PM, Thursday 1:00 PM, Friday 9:00 AM, Friday 12:00 PM, Friday 3:00 PM",Skyler Davis,skyler.davis@mail.net,OR,Counselor,"Monday 1:30 PM, Tuesday 9:00 AM, Tuesday 3:00 PM, Tuesday 6:00 PM, Wednesday 8:00 AM, Wednesday 9:00 AM, Wednesday 1:00 PM, Wednesday 2:30 PM, Wednesday 3:00 PM, Wednesday 5:00 PM, Wednesday 6:00 PM, Thursday 9:30 AM, Thursday 1:30 PM, Thursday 5:00 PM, Thursday 6:00 PM, Friday 8:30 AM, Friday 6:00 PM",3,0,0.6663751005821673,1,good_match
75,117,Sam Kim,sam.kim@example.com,AL,Social Worker,"Monday 8:30 AM, Monday 10:00 AM, Monday 10:30 AM, Monday 5:30 PM, Tuesday 8:30 AM, Tuesday 1:00 PM, Wednesday 10:00 AM, Wednesday 11:30 AM, Wednesday 5:00 PM, Thursday 11:30 AM, Friday 11:30 AM, Friday 5:00 PM",Sam Hernandez,sam.hernandez@mail.net,"AL, WV, IN","Social Worker, Psychologist, Counselor","Monday 10:00 AM, Monday 11:30 AM, Monday 12:00 PM, Monday 4:30 PM, Tuesday 9:00 AM, Tuesday 3:30 PM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 5:00 PM, Thursday 11:00 AM, Thursday 5:30 PM, Friday 10:30 AM, Friday 12:30 PM, Friday 3:00 PM",5,2,0.7848341043166057,1,good_match
76,28,Quinn Nguyen,quinn.nguyen@mail.net,IA,Marriage and Family Therapist,"Monday 12:30 PM, Tuesday 2:30 PM, Tuesday 5:30 PM, Wednesday 10:30 AM, Wednesday 1:30 PM, Thursday 1:00 PM, Friday 12:00 PM",Taylor Lee,taylor.lee@example.com,IA,"Counselor, Marriage and Family Therapist","Monday 9:00 AM, Monday 11:30 AM, Monday 12:00 PM, Tuesday 10:30 AM, Wednesday 8:00 AM, Wednesday 11:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 4:30 PM, Thursday 11:00 AM, Thursday 1:30 PM, Friday 10:30 AM, Friday 3:00 PM",6,1,0.6873935924573935,1,good_match
76,56,Quinn Nguyen,quinn.nguyen@mail.net,IA,Marriage and Family Therapist,"Monday 12:30 PM, Tuesday 2:30 PM, Tuesday 5:30 PM, Wednesday 10:30 AM, Wednesday 1:30 PM, Thursday 1:00 PM, Friday 12:00 PM",Emerson Martinez,emerson.martinez@sample.org,IA,"Marriage and Family Therapist, Social Worker, Psychologist","Monday 10:30 AM, Monday 2:00 PM, Monday 4:30 PM, Tuesday 5:00 PM, Wednesday 3:00 PM, Thursday 4:30 PM, Thursday 5:30 PM, Friday 8:00 AM, Friday 9:00 AM, Friday 9:30 AM, Friday 12:00 PM, Friday 2:00 PM, Friday 3:00 PM, Friday 4:00 PM",0,1,0.6170801665141088,0,capacity_full
76,58,Quinn Nguyen,quinn.nguyen@mail.net,IA,Marriage and Family Therapist,"Monday 12:30 PM, Tuesday 2:30 PM, Tuesday 5:30 PM, Wednesday 10:30 AM, Wednesday 1:30 PM, Thursday 1:00 PM, Friday 12:00 PM",Reese Lopez,reese.lopez@example.com,IA,"Psychologist, Marriage and Family Therapist, Counselor","Monday 8:30 AM, Monday 3:30 PM, Tuesday 2:00 PM, Wednesday 10:30 AM, Wednesday 12:00 PM, Wednesday 4:00 PM, Thursday 10:30 AM, Thursday 1:30 PM, Friday 9:00 AM, Friday 1:30 PM, Friday 4:30 PM",4,1,0.759107371581884,0,sampled_negative
79,6,Kendall Kim,kendall.kim@mail.net,NJ,Marriage and Family Therapist,"Monday 5:30 PM, Tuesday 10:00 AM, Tuesday 1:00 PM, Thursday 8:00 AM, Thursday 11:00 AM, Friday 12:30 PM, Friday 2:30 PM, Friday 3:00 PM, Friday 3:30 PM, Friday 4:30 PM",Skyler Parker,skyler.parker@sample.org,NJ,"Marriage and Family Therapist, Psychologist, Social Worker","Monday 3:00 PM, Monday 6:00 PM, Tuesday 2:30 PM, Tuesday 4:00 PM, Wednesday 8:30 AM, Wednesday 2:30 PM, Thursday 10:30 AM, Thursday 5:30 PM, Friday 9:30 AM, Friday 2:00 PM, Friday 3:00 PM",4,1,0.7217610476193277,1,good_match
79,60,Kendall Kim,kendall.kim@mail.net,NJ,Marriage and Family Therapist,"Monday 5:30 PM, Tuesday 10:00 AM, Tuesday 1:00 PM, Thursday 8:00 AM, Thursday 11:00 AM, Friday 12:30 PM, Friday 2:30 PM, Friday 3:00 PM, Friday 3:30 PM, Friday 4:30 PM",Alex Lopez,alex.lopez@mail.net,NJ,"Psychologist, Marriage and Family Therapist","Monday 10:00 AM, Monday 2:00 PM, Tuesday 11:00 AM, Tuesday 3:00 PM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 3:00 PM, Wednesday 6:00 PM, Thursday 3:30 PM, Thursday 6:00 PM, Friday 10:00 AM",3,0,0.5899699825266498,1,good_match
80,69,Drew Bailey,drew.bailey@example.com,AK,Counselor,"Monday 8:00 AM, Monday 8:30 AM, Wednesday 8:00 AM, Wednesday 9:00 AM, Wednesday 11:00 AM, Thursday 5:00 PM, Friday 8:00 AM, Friday 10:00 AM, Friday 1:00 PM, Friday 2:30 PM",Harper Rivera,harper.rivera@example.com,AK,Counselor,"Monday 11:00 AM, Monday 1:00 PM, Monday 5:30 PM, Monday 6:00 PM, Tuesday 5:00 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 10:30 AM, Wednesday 1:30 PM, Wednesday 4:00 PM, Thursday 12:30 PM, Thursday 2:30 PM, Thursday 4:00 PM, Friday 12:00 PM, Friday 2:00 PM, Friday 3:30 PM",0,0,0.6403918910063945,0,capacity_full
81,71,Skyler Chen,skyler.chen@mail.net,IN,Counselor,"Monday 10:30 AM, Monday 11:30 AM, Monday 1:30 PM, Monday 5:00 PM, Tuesday 12:00 PM, Tuesday 3:00 PM, Wednesday 6:00 PM, Thursday 9:30 AM, Friday 11:30 AM",Elliot Clark,elliot.clark@example.com,"IN, WY, FL","Marriage and Family Therapist, Counselor","Monday 8:00 AM, Monday 4:00 PM, Tuesday 8:30 AM, Tuesday 12:00 PM, Wednesday 11:00 AM, Wednesday 2:30 PM, Thursday 8:00 AM, Thursday 8:30 AM, Thursday 10:30 AM, Friday 11:00 AM, Friday 1:30 PM",4,1,0.6728851558330469,1,good_match
81,117,Skyler Chen,skyler.chen@mail.net,IN,Counselor,"Monday 10:30 AM, Monday 11:30 AM, Monday 1:30 PM, Monday 5:00 PM, Tuesday 12:00 PM, Tuesday 3:00 PM, Wednesday 6:00 PM, Thursday 9:30 AM, Friday 11:30 AM",Sam Hernandez,sam.hernandez@mail.net,"AL, WV, IN","Social Worker, Psychologist, Counselor","Monday 10:00 AM, Monday 11:30 AM, Monday 12:00 PM, Monday 4:30 PM, Tuesday 9:00 AM, Tuesday 3:30 PM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 5:00 PM, Thursday 11:00 AM, Thursday 5:30 PM, Friday 10:30 AM, Friday 12:30 PM, Friday 3:00 PM",5,1,0.7886918439704865,1,good_match
83,71,Cameron Hernandez,cameron.hernandez@example.com,FL,Counselor,"Tuesday 2:00 PM, Tuesday 5:30 PM, Tuesday 6:00 PM, Wednesday 12:00 PM, Wednesday 3:30 PM, Friday 10:30 AM, Friday 1:00 PM, Friday 5:00 PM",Elliot Clark,elliot.clark@example.com,"IN, WY, FL","Marriage and Family Therapist, Counselor","Monday 8:00 AM, Monday 4:00 PM, Tuesday 8:30 AM, Tuesday 12:00 PM, Wednesday 11:00 AM, Wednesday 2:30 PM, Thursday 8:00 AM, Thursday 8:30 AM, Thursday 10:30 AM, Friday 11:00 AM, Friday 1:30 PM",4,0,0.6027420969336483,1,good_match
83,84,Cameron Hernandez,cameron.hernandez@example.com,FL,Counselor,"Tuesday 2:00 PM, Tuesday 5:30 PM, Tuesday 6:00 PM, Wednesday 12:00 PM, Wednesday 3:30 PM, Friday 10:30 AM, Friday 1:00 PM, Friday 5:00 PM",Logan Lee,logan.lee@sample.org,FL,"Psychologist, Counselor, Social Worker","Monday 9:00 AM, Monday 3:00 PM, Monday 5:30 PM, Tuesday 11:00 AM, Tuesday 1:30 PM, Wednesday 2:00 PM, Thursday 10:00 AM, Thursday 11:30 AM, Thursday 3:00 PM, Friday 12:30 PM, Friday 3:30 PM",4,0,0.634568232928483,1,good_match
84,47,Elliot Reed,elliot.reed@sample.org,IL,Counselor,"Monday 2:30 PM, Monday 3:30 PM, Monday 5:30 PM, Tuesday 8:00 AM, Tuesday 5:30 PM, Wednesday 9:30 AM, Wednesday 1:00 PM, Wednesday 3:30 PM, Wednesday 4:30 PM, Thursday 10:30 AM, Thursday 1:30 PM, Friday 3:00 PM",Alex Bennett,alex.bennett@sample.org,IL,"Marriage and Family Therapist, Psychologist, Counselor","Monday 9:30 AM, Monday 11:00 AM, Monday 3:30 PM, Monday 4:00 PM, Tuesday 10:30 AM, Tuesday 12:30 PM, Tuesday 2:30 PM, Tuesday 3:30 PM, Wednesday 3:00 PM, Wednesday 6:00 PM, Thursday 11:30 AM, Thursday 3:00 PM, Thursday 4:30 PM, Friday 10:30 AM, Friday 11:00 AM, Friday 2:30 PM, Friday 5:00 PM",6,1,0.7851959583356254,1,good_match
85,6,Harper Cooper,harper.cooper@example.com,NJ,Marriage and Family Therapist,"Monday 10:30 AM, Monday 1:30 PM, Monday 3:30 PM, Monday 6:00 PM, Tuesday 11:00 AM, Tuesday 4:30 PM, Tuesday 6:00 PM, Thursday 3:00 PM, Friday 9:30 AM, Friday 10:30 AM, Friday 11:00 AM, Friday 5:30 PM",Skyler Parker,skyler.parker@sample.org,NJ,"Marriage and Family Therapist, Psychologist, Social Worker","Monday 3:00 PM, Monday 6:00 PM, Tuesday 2:30 PM, Tuesday 4:00 PM, Wednesday 8:30 AM, Wednesday 2:30 PM, Thursday 10:30 AM, Thursday 5:30 PM, Friday 9:30 AM, Friday 2:00 PM, Friday 3:00 PM",4,2,0.7601344888469315,1,good_match
